EventID,Type,Timestamp,Username,Domain,LogonType,SourceIP,Workstation
4624,SUCCESS,2026-05-14 03:50:28.547960+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:50:28.550177+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:50:28.577551+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:50:28.579763+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:50:28.635710+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:50:53.026583+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:50:55.295473+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:51:01.798504+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:51:35.006929+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:51:35.169884+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:51:35.991650+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:52:07.513084+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:52:20.818411+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:52:21.293451+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:52:21.437326+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:52:21.505116+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:52:27.154730+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:52:33.805895+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:52:33.894632+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:55:06.002836+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:55:06.472712+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:55:06.998695+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:55:07.062601+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:57:54.488544+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:58:34.103657+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:58:34.489244+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:58:34.833523+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:58:37.816811+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:58:38.733091+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 03:58:59.899210+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 04:02:21.472776+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 04:02:32.031942+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 04:02:46.058371+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 04:05:15.069834+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 04:05:24.648561+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 04:05:27.027498+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 04:05:28.917244+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
4624,SUCCESS,2026-05-14 04:05:36.369429+00:00,SYSTEM,NT AUTHORITY,5,N/A,-
